track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
3ScJy88F8KqGDfWu8XJhHx,OneRepublic;Alesso,Native,If I Lose Myself - Alesso vs OneRepublic,69,215186,False,0.519,0.754,2,-5.689,1,0.0402,0.258,3.75e-06,0.139,0.16,125.975,4,piano
3To5owsnumbjenW1G5j0VK,Los Prisioneros,Modo trabajación,Tren Al Sur,0,336933,False,0.676,0.67,9,-7.218,0,0.051,0.00565,0.00676,0.0805,0.725,90.232,4,latin
5KUWQdcH29LNZP21tJGxue,The Wailin' Jennys,40 Days,Saucy Sailor,31,191186,False,0.685,0.245,3,-12.693,1,0.0303,0.938,9.46e-06,0.108,0.326,111.96,3,bluegrass
1TPVTmJRx9ZE5qfGSKve0q,DiscoBoys,25 Lat Disco Polo vol.6,Mały Miś,0,211659,False,0.93,0.811,5,-5.704,1,0.126,0.0629,0.0,0.101,0.93,142.068,4,disco
3Z0VzS0JvJ6B40uw58B8g1,Llewellyn,Journey to the Temple,Heart Chakra,21,322786,False,0.119,0.185,5,-22.78,1,0.0447,0.944,0.868,0.685,0.0389,73.275,4,new-age
4PC7eF0AUPcol7wzdE8lit,Vince Guaraldi Trio,Christmas Songs 2022,Christmas Time Is Here - Vocal,1,166440,False,0.375,0.139,9,-19.789,0,0.0324,0.977,8.61e-06,0.0984,0.0878,75.993,3,jazz
0jjANtMHBQSIfsrZ1YnnyB,Roland Clark;Jesus Jackson,Interstellar to Amsterdam : Ade Edition,Deep in House - Jesus Jackson Dark Remix,0,413858,False,0.813,0.752,10,-8.636,0,0.0781,0.0135,0.0237,0.0597,0.459,126.998,4,garage
7DVqL5ImAVueUWAcoLGL1R,Ikimonogakari,帰りたくなったよ,帰りたくなったよ,34,366533,False,0.424,0.531,3,-5.402,1,0.0283,0.0475,1.32e-05,0.206,0.357,157.888,4,anime
3F8dSAI8l3euloq5a8EenB,Faith No More,Maintain Your Mojo,Epic,0,293933,False,0.358,0.899,4,-7.069,0,0.134,0.0112,0.122,0.195,0.27,174.298,4,hard-rock
37KYM3zuGyozpEwDuO2OVw,Rnla;yaeow,Free With You,Free With You,56,168038,False,0.708,0.356,3,-11.53,1,0.0501,0.907,0.0607,0.125,0.132,80.036,4,chill
6XyS5lfeP3NPnI9ZR06Z94,Teresa Berganza;Juan Antonio Alvares Parejo,Canciones Españolas: Granados / Turina / Guridi / Toldra,La maja dolorosa II,20,143000,False,0.327,0.0108,9,-23.697,0,0.0509,0.992,0.000617,0.0858,0.127,130.73,5,opera
1c76mkLcJIvmR3pmGh2l2q,GLAY,THE GREAT VACATION VOL.2 ~SUPER BEST OF GLAY~,春を愛する人,36,304120,False,0.519,0.941,2,-3.482,1,0.0382,0.093,0.0,0.122,0.67,129.175,4,j-pop
36SZIrsJNxfQBKcTXf4cp9,Lionrock,Packet Of Peace,Packet Of Peace - Chemical Brothers Remix,14,446586,False,0.714,0.951,7,-4.574,1,0.0526,0.000561,0.762,0.56,0.123,118.891,4,breakbeat
7BVwi9cIzSc6tpyxsp47vJ,Vance Joy,Dream Your Life Away,Mess Is Mine,64,223640,False,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,1,folk
79GgWm5EjKgv2GkgoYqSr6,Leo Santana,Inovando,10 Beijos De Rua,45,186440,False,0.81,0.759,9,-3.994,0,0.037,0.462,0.0,0.25,0.711,122.025,4,pagode
3QAxGU5rQVhTsPYVuRBpIM,Suzonn,Tu Jo Paas,Tu Jo Paas,43,212571,False,0.648,0.0665,7,-24.554,1,0.0336,0.984,1.08e-05,0.115,0.38,139.867,4,indie
4zuBrgki6nJ8SaE8YAcnuq,Henrik Janson,Classical Baby Sleep Music,Moonlight Sonata,30,140624,False,0.673,0.294,11,-13.874,0,0.047,0.94,0.928,0.115,0.462,143.934,3,guitar
7gbSDq9luQx6yVl7HyJGIW,Peter Sandberg,Dismantle,Dismantle,61,115578,False,0.399,0.136,3,-20.219,1,0.0307,0.985,0.895,0.156,0.396,100.195,3,ambient
7fnlCZNt82upj7hSTkPKsp,Alan Menken;Disney,La Bella y la Bestia,"To The Fair - From ""Beauty and the Beast""/Score",20,118306,False,0.458,0.095,7,-25.634,1,0.0366,0.934,0.798,0.323,0.401,141.995,4,show-tunes
5N5GaRpXYZl5ZKKU5a5LtH,Aitana,Berlín,Berlín,66,146493,False,0.788,0.81,4,-3.136,1,0.0736,0.0656,0.000465,0.283,0.891,153.936,4,spanish
0w2emroZUEoocjdVbK5F69,Claire Rosinkranz,Die For You,Boy In A Billion,0,207678,False,0.513,0.458,10,-7.3,1,0.142,0.437,0.0,0.295,0.488,79.039,4,indie-pop
1gilgPrTkkZTp09Xf8zCmK,Kristen Bell,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),The Next Right Thing,60,216773,False,0.296,0.119,0,-14.256,0,0.0475,0.839,1.59e-05,0.385,0.146,170.037,4,disney
0FK6aRrZIexvLpLW9NyHuz,Patty Shukla,Nursery Rhymes with Patty,She'll be Coming Around the Mountain,32,117934,False,0.783,0.783,2,-4.019,1,0.0377,0.266,0.0,0.0976,0.918,110.062,4,kids
3waNdoD0Ioj5PMb9S9NrjU,Ersen ve Dadaşlar,Geçti Bor'un Pazarı Sür Eşeği Niğde'ye,Kendim Ettim Kendim Buldum,32,352130,False,0.441,0.498,8,-15.056,0,0.141,0.546,6.02e-05,0.0975,0.429,106.43,4,psych-rock
1VYEWrogS0x8Jy7OW1TpnF,La Adictiva,Ya Solo Eres Mi Ex,Pajarillo,42,228426,False,0.785,0.574,0,-5.191,1,0.0343,0.176,0.0,0.0789,0.914,125.004,4,r-n-b
1CdLB8P7NNfhERdEkcVKYp,Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Laune der Natur,39,205880,False,0.537,0.886,1,-3.314,1,0.034,0.00236,0.0,0.158,0.543,99.971,4,punk
0q59Jkp2k9QEXctrkNokst,Dan Gibson's Solitudes,Desert Retreat,Saguaro Dew,20,744173,False,0.19,0.034,4,-26.14,0,0.0414,0.963,0.575,0.337,0.0381,79.387,3,new-age
2i8wJ4JriGcKYxiFxrar7f,Guitarras de Luna,Guitarras de Luna,Las Bodas de Luis Alonso,23,233706,False,0.424,0.678,9,-11.031,1,0.0408,0.821,0.877,0.257,0.684,123.126,3,guitar
0m3DrWZvSJBKBdcJsTmjfy,MASN,Strawberry Huracan,Strawberry Huracan,56,177026,True,0.62,0.709,2,-5.081,1,0.0384,0.295,0.0,0.22,0.566,138.98,4,emo
7b8iQIt0PtPIFCrk1xiR41,Tha Playah;Ophidian,Sick And Twisted,Return to Greatness,22,232000,True,0.439,0.992,0,-2.015,0,0.307,0.104,1.04e-05,0.0964,0.232,179.945,4,happy
3n43heRwzg7OSXo4dW5oAj,Boney M.,20th Century Hits,Disco Megamix (130 BPM),46,385066,False,0.79,0.973,0,-7.154,1,0.0331,0.00467,0.315,0.346,0.869,130.532,4,disco
6gpxjIUXVY3Dia44paPwG2,Orquesta Color Tango De Roberto Alvarez,Tango a Pugliese Con estilo para bailar Vol. 3,Primavera porteña,23,191634,False,0.491,0.285,7,-11.166,0,0.041,0.627,0.375,0.0774,0.455,113.278,4,tango
2hRMbBiYVCKKNGK4zIZhrj,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),猫の名前,27,297400,False,0.574,0.817,3,-4.627,1,0.0377,0.166,0.0,0.211,0.832,140.99,4,j-idol
6mOn3oIi7pSIRkccafslIr,Hank Williams,"The Garden Spot Programs, 1950",Mind Your Own Business,17,152291,False,0.589,0.328,4,-8.037,1,0.146,0.952,0.0,0.772,0.876,145.382,4,honky-tonk
6ZOzWPUbMxH24uWHP1k5Eq,Sumo,After Chabon,Mañana en el Abasto,45,248306,False,0.744,0.549,4,-14.125,1,0.0271,0.0784,0.00237,0.0886,0.351,97.082,4,punk
1N9UaGzXe20ZRXpGDrQZhI,Los Auténticos Decadentes,Sigue Tu Camino,Pendeviejo,44,212386,False,0.396,0.955,4,-1.889,1,0.272,0.0786,0.0,0.194,0.523,180.04,4,alt-rock
6gCVA6ja6g0foIsWv0RuSZ,System Of A Down,Toxicity,ATWA,67,176200,False,0.376,0.787,5,-4.731,0,0.0394,0.00378,0.0,0.548,0.371,87.102,4,metal
6VMuD05WDxorQZJr5e9sDI,lullaboy,chapters of you,someone like u,57,232000,False,0.588,0.178,8,-17.502,1,0.0489,0.877,0.0,0.107,0.358,129.763,4,chill
52SEeWxiAu87QWWA72Fip8,Kodak Black;XXXTENTACION,New Rap 20s,Roll in Peace,0,213132,True,0.746,0.522,10,-6.807,0,0.248,0.0306,0.0,0.2,0.361,140.051,4,hip-hop
4ltC6PrqkTtpcRNi5lvS4z,The Beatles,Beatles For Sale (Remastered),No Reply - Remastered 2009,54,136066,False,0.718,0.593,0,-9.976,1,0.0377,0.67,0.0,0.172,0.869,124.251,4,british
35wlGIuGoIWuuCuZXcBKXi,Erasure,World Be Live,A Little Respect - Live,24,233040,False,0.539,0.908,0,-8.214,1,0.0361,0.141,0.000148,0.796,0.257,114.07,4,synth-pop
3PnOOmkxruDDAiMYZZTgO7,Feder;Lyse,Goodbye (feat. Lyse) [Radio Edit],Goodbye (feat. Lyse) - Radio Edit,59,201938,False,0.832,0.876,6,-5.124,0,0.205,0.173,0.737,0.162,0.635,120.057,4,french
4IaZWtk88n1RD2IHJGUrxW,TK from Ling tosite sigure,katharsis (TV edit),katharsis (TV edit),48,89387,False,0.661,0.706,8,-4.045,1,0.158,0.223,0.0,0.234,0.435,144.051,4,j-pop
5iocCeqUoCGpT7ZY9oHl6I,Projota,A Saída Está Dentro,Chuva De Novembro,40,284539,False,0.609,0.726,4,-5.677,0,0.0611,0.421,0.0,0.288,0.516,89.362,4,r-n-b
0lzwqIfqmTXRl5mpM6zSiY,Krewella;Yellow Claw,Rewind,Rewind,46,179014,True,0.704,0.882,1,-4.297,1,0.0522,0.0493,2.44e-05,0.0886,0.418,167.013,4,dub
3c6SgyYJCw8GyJQVAXPMF7,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),I Wanna Rock You (CD Mix) - Extended Mix,6,250870,False,0.564,0.935,7,-5.082,1,0.0604,0.00271,0.68,0.121,0.0433,179.881,4,happy
6PIfn2tJ1dhDBojV60T95E,9mm Parabellum Bullet,Halloween Hits,Vampiregirl,1,191786,False,0.378,0.934,11,-3.702,0,0.107,0.0013,0.0149,0.322,0.602,159.829,4,j-pop
2dVLwpbnHAsZwvEbjGbvTO,Glenn Underground,Silent,C.V.O's Prelude,9,553693,False,0.699,0.556,9,-14.838,1,0.0403,0.141,0.901,0.0666,0.811,124.997,4,chicago-house
4ajrGS4lfifvezTGfg74Hk,Inpetto;Aribo,"Electronic Club Charts, Vol. 1",Somehow,0,190476,False,0.628,0.724,0,-5.03,1,0.049,0.0925,0.0,0.0853,0.515,126.019,4,groove
2LUTN2pDXUplYlc7WjE1Mm,Michael Kiwanuka;Tom Misch,Money,Money (with Tom Misch),57,291568,False,0.774,0.419,4,-9.649,0,0.0758,0.539,0.0698,0.029,0.644,118.008,4,british
661BYxmgtbIFtG5K2GDhip,KillBunk;Dustystaytrue,Outta Time,Outta Time,60,125753,True,0.652,0.643,0,-9.933,1,0.0543,0.207,0.0,0.3,0.536,95.032,4,sad
1xk2BZet7lBVxc8tFwj9QZ,Dean Martin,Santa Claus Is Coming To Town,"Baby, It's Cold Outside",0,143733,False,0.439,0.196,0,-16.093,1,0.0601,0.88,0.0,0.0513,0.525,129.581,4,jazz
1nj87NRdSMpyynmqhncJt7,Vida Reluz,Celebra a Vitória,Como És Lindo,47,275293,False,0.487,0.196,2,-13.374,1,0.0259,0.615,1.92e-05,0.0946,0.142,97.825,4,brazil
3qOTlNs5GLNeyEBNhX86Qs,Upon A Burning Body,Straight From The Barrio,The Outcast,26,231959,True,0.507,0.928,2,-4.678,1,0.083,2.51e-05,0.00414,0.155,0.272,103.511,4,metalcore
5qNlMrawQu9DeWErxDeKZA,J Balvin,Carrete con besties,Sigo Extrañándote,0,201280,False,0.896,0.859,11,-4.232,0,0.21,0.154,0.000109,0.212,0.938,93.016,4,reggaeton
4FGHEIVVqRiwQtAo6E2NVc,Justin Bieber,GOD JUL,Mistletoe,0,183066,False,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop
2y7f8qkrgIqY5KsfPNcuix,Vickeblanka,Devil,Black Catcher,66,196946,False,0.592,0.894,11,-4.71,0,0.042,0.00358,5.32e-06,0.0721,0.642,100.026,4,j-rock
2K6ZdFYngMVzTFiNQhBzM4,Håkan Hellström,Du gamla du fria,Jag utan dig,38,244995,False,0.29,0.465,6,-10.729,1,0.0322,0.581,0.184,0.258,0.412,103.765,4,swedish
2xtVidhCrrm5RQlgfGiskm,Jesse Cook,The Rumba Foundation,Afternoon at Satie's,34,197093,False,0.679,0.474,4,-13.223,0,0.043,0.941,0.922,0.11,0.441,102.292,4,guitar
2JJJecHQKDQtCnBuf8KKi2,Mc Davi;MC Hariel,Século XXI,Século XXI,44,190900,False,0.943,0.682,10,-1.357,1,0.235,0.0785,0.0,0.0373,0.631,130.081,4,funk
0vSAsph1vdB1zN1OJR3lHy,Linkin Park;Aceyalone;Chairman Hahn,Reanimation,Wth>You (Chairman Hahn Reanimation) [feat. Aceyalone],49,252306,False,0.58,0.982,4,-3.428,0,0.0729,0.00696,4.82e-06,0.165,0.51,98.189,4,grunge
5WGkzT078CEhaYmWOcqgSK,Thiago Jhonathan (TJ);João Bosco e Gabriel,Para Tudo,Para Tudo,37,187520,False,0.612,0.985,9,-1.226,1,0.0399,0.582,0.0,0.173,0.956,167.925,4,forro
3xQo2WhHCTlAuzNwwT5DDA,Höhner,Best Of Karneval,Lust auf Leben,0,174933,False,0.671,0.886,5,-4.79,1,0.0407,0.452,0.0,0.154,0.886,127.955,4,party
0X5mtNbqxbiTYkwj0CQc2f,COIN,Dreamland,Crash My Car,69,188306,False,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,5,indie-pop
7f5Z2XqZPKECoY2jY2Om1U,Motive,Tirat,Sherlock Holmes - Tirat,41,177959,True,0.643,0.706,0,-8.481,0,0.161,0.135,6.7e-05,0.721,0.491,147.084,4,turkish
3kcKlOkQQEPVwxwljbGJ5p,Topic;A7S,Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),80,165800,False,0.623,0.727,11,-5.57,0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,4,edm
7tLAkMqmdDa7KoJihPuetW,Rexanthony,Memorabylia Ltd,For You Marlene,18,259240,True,0.706,0.983,0,-6.326,1,0.295,0.000615,0.856,0.253,0.034,148.735,4,happy
2VeLmpN7EksyJ7WMFLyJ6T,Dalto,Guru,Anjo,39,197906,False,0.378,0.389,9,-11.573,1,0.0384,0.685,0.000192,0.134,0.204,203.973,3,mpb
50iADlBXOAWPysimCXf6XW,Wizo,Uuaarrgh!,Das Goldene Stück,38,208666,False,0.505,0.747,7,-10.818,1,0.0708,0.0303,6.8e-06,0.0752,0.475,122.535,4,punk
1U6nlCjzE08CrfxufRo1Bc,Stephen Sondheim;A Little Night Music Original Broadway Cast Ensemble;Harold Hastings,A Little Night Music (Original Broadway Cast Recording),A Little Night Music: A Weekend in the Country,22,400493,False,0.56,0.396,5,-10.27,1,0.0825,0.931,0.0,0.153,0.604,113.565,4,show-tunes
4GaoiHBEfs5Kwm0gj6KMD4,Chez Damier;MK,We Love House - The Anthems,I Never Knew Love - MK Club Mix,26,194390,False,0.678,0.616,9,-11.698,1,0.0376,0.00326,4.33e-05,0.166,0.557,123.347,4,chicago-house
1xVviGd6Y0zujEmjiTzdiL,Karamelo Santo,Haciendo Bulla,Fruta Amarga,36,243800,False,0.612,0.914,9,-3.118,1,0.049,0.0149,1.14e-06,0.0892,0.898,132.92,4,ska
57DmIl4WnkUplQrUWZqonY,Racionais MC's;DJ Cia,Cores & Valores,Quanto Vale o Show,47,172605,False,0.492,0.849,4,-6.991,0,0.33,0.078,0.0,0.146,0.696,94.081,4,brazil
3gikNADdJLHK7yEXAjT9Fl,Carcass,Reek of Putrefaction (Full Dynamic Range Edition),Frenzied Detruncation,13,59246,True,0.108,0.521,5,-15.304,0,0.127,5.52e-06,0.912,0.158,0.0378,92.538,4,grindcore
34cmEDq5SNUTBwELbIiDeh,CHIC,Slow Down Soul,A Warm Summer Night,0,364853,False,0.591,0.569,9,-12.68,0,0.0468,0.397,0.0111,0.175,0.495,135.98,4,disco
65lNSKUW6dqw7B2iKySdrR,Stereoact;Freddy Quinn,#Schlager 2,"Junge, komm bald wieder - Stereoact #Remix",30,149106,False,0.729,0.87,7,-5.149,1,0.105,0.00499,2.43e-05,0.335,0.46,128.019,4,party
6wxqbj8ikGsiEReU35HIId,Casino Versus Japan,Frozen Geometry,Pink Laced Glaze,9,134441,False,0.298,0.532,4,-12.688,1,0.0307,0.937,0.964,0.122,0.0999,73.885,3,idm
1E8hMeQvfgvQPjN3BZ2viF,Mr. Fingers,Amnesia,Mystery of Love,47,430576,False,0.767,0.686,7,-10.476,1,0.0461,0.0681,0.91,0.111,0.565,114.07,4,techno
6Oq3A4IxlvSU2PQVWb7D3G,Grupo Yndio,20 Exitos,Lagrimas Por Un Recuerdo,30,138004,False,0.406,0.663,5,-7.285,1,0.0294,0.107,0.0,0.0949,0.694,166.089,4,rock-n-roll
2m2dTAwZAROXJnsQLtwvEf,Luke Vibert,YosepH,Stan D'infamy,10,196586,False,0.758,0.848,10,-5.663,0,0.0563,0.00465,0.773,0.324,0.678,116.008,4,idm
5bkpKxDCCTpeW1v2JcFTQ7,Daddy Yankee,Perreo en Halloween,RUMBATÓN,2,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,latin
0mIFd8MnfCoZYPkTeO26JD,Limahl,The Walking Dead- The Complete Fantasy Playlist,Never Ending Story,0,213120,False,0.752,0.538,11,-13.293,1,0.0315,0.0629,8.8e-05,0.0767,0.752,123.028,4,synth-pop
7qD46MYIys25wU6oKrW7LB,SPITZ,CYCLE HIT 1991-1997 Spitz Complete Single Collection,スパイダー,37,225680,False,0.625,0.85,4,-4.667,1,0.0295,0.291,2.44e-06,0.0966,0.617,126.937,4,j-rock
2p9CY7YZIrkZLg4ztUCjZN,Yago Oproprio,Helipa,Helipa,57,202213,False,0.692,0.427,11,-10.733,0,0.391,0.527,0.0,0.17,0.542,75.086,4,brazil
4rLQ5Y56xCMWRFGG8R9olW,Alter Bridge,Pawns & Kings,Last Man Standing,50,333023,False,0.352,0.91,1,-5.193,0,0.0821,8.71e-05,0.009,0.0463,0.129,164.213,4,grunge
0tpwqQhdfJXRcUDSNRjb9O,Arijit Singh;Neeti Mohan;Rashmi Virag,"Mere Yaaraa (From ""Sooryavanshi"")","Mere Yaaraa (From ""Sooryavanshi"")",73,285163,False,0.324,0.539,2,-8.076,1,0.038,0.713,3.15e-05,0.118,0.486,120.526,4,pop-film
3jTk3JX7wN0CO60welQgnJ,SwitchOTR;John Newman,Gone,Gone,54,156057,False,0.706,0.686,7,-9.129,0,0.0835,0.0852,1.63e-05,0.187,0.52,142.021,4,chill
1ks7heHkJyAz7zL0kGisu6,Impetigo,Ultimo Mondo Cannibale,Maggots,20,224346,False,0.259,0.994,4,-5.818,0,0.455,0.0087,0.859,0.338,0.291,154.884,4,grindcore
1OgkeoLGUeoo37c90Quvyx,DJ Noiz;Bina Butta;STNDRD,Woman (Remix),Woman - Remix,37,152352,False,0.827,0.602,1,-7.578,1,0.0626,0.168,0.000151,0.0907,0.69,102.021,4,dubstep
4QgSHdxKEtOt3qPXL3lmbG,Carajo,Basado en Hechos Reales,Cenizas‬,29,254748,False,0.49,0.954,8,-3.59,0,0.0541,0.000305,0.0,0.385,0.586,148.007,4,heavy-metal
2IO7yf562c1zLzpanal1DT,Halsey,BADLANDS (Deluxe),Gasoline,72,199593,True,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,4,indie-pop
5LJyn2POhC2FUyI6JAKGv9,Nina Simone,Sinnerman: Nina Simone - Hits & Remix version,My Baby Just Cares For Me - 2009 Remaster,29,218240,False,0.777,0.286,6,-15.247,0,0.0949,0.833,5.26e-06,0.0937,0.534,118.103,4,blues
7vaBsT6aerAj4aEVQWcTQi,Kailash Kher,Jackie,Ekka Raja Rani,36,253758,False,0.688,0.934,6,-5.546,1,0.303,0.518,2.18e-05,0.111,0.822,80.893,4,folk
6zGFOp6rJZbYSp9DQO5AHY,Pink Floyd,Obscured by Clouds,Wot's...Uh the Deal,53,309106,False,0.479,0.324,7,-16.001,1,0.0255,0.204,0.0,0.0675,0.57,86.75,4,psych-rock
3CAX47TnPqTujLIQTw8nwI,Ben Howard,Every Kingdom,Old Pine,68,328506,False,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,4,singer-songwriter
1dt220OBbkTsYz1NLVKIaw,Gabry Ponte;R3HAB;Timmy Trumpet,Call Me (with R3HAB & Timmy Trumpet),Call Me (with R3HAB & Timmy Trumpet),71,178309,False,0.398,0.956,2,-4.429,1,0.329,0.00935,0.0038,0.142,0.269,106.581,4,edm
4OMgqSsMbVhPCFnivcNAqh,Black Sabbath,The Dio Years (Bonus Track Version),Heaven and Hell - 2007 Remaster,32,418973,False,0.311,0.694,3,-8.203,0,0.0308,0.0115,0.0379,0.15,0.321,87.807,4,metal
5zPQSp8zXRk9rwEVDhoCli,Mickie Krause,Karneval Klassiker,Mich hat ein Engel geküsst,0,227026,False,0.527,0.993,9,-2.68,1,0.273,0.109,0.0,0.961,0.546,133.135,4,party
4FLp1z9nnRHteKrqjON6lB,my little airport,介乎法國與旺角的詩意,瓜分林瑞麟三十萬薪金,27,133734,False,0.608,0.469,6,-7.964,1,0.0302,0.58,0.0,0.0757,0.719,142.958,4,cantopop
4bXoVtbp6fN8FaSQvGQB41,Chord Overstreet,Tree House Tapes,Tortured Soul,53,246613,False,0.55,0.499,4,-9.502,1,0.0338,0.472,2.26e-06,0.0798,0.144,86.966,1,acoustic
5ufE60D3rxtqP7xLrL4AEL,Kristen Bell;Santino Fontana,Disney Summer Songs,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",62,124733,False,0.737,0.636,6,-6.308,0,0.0737,0.262,0.0,0.319,0.537,100.033,4,disney
6r7QuBSfe9Ooz2VcWAH9jw,Pritam,Jab We Met,Tum Se Hi (Instrumental),43,294057,False,0.524,0.482,7,-11.685,1,0.0302,0.792,0.496,0.162,0.419,124.977,4,indian
3ncqnPmVJbw4qjy7GSl98b,Grey Skye Evans,Be Like Grey,Be Like Grey,21,159764,False,0.955,0.523,2,-8.46,1,0.232,0.0271,0.000174,0.0836,0.405,113.987,4,kids
6zQnJ8yHqFpvlwXqrQKZkB,Stereoclip,Travel,Day One,52,264022,False,0.72,0.572,7,-12.665,0,0.0446,0.693,0.95,0.1,0.0382,120.005,3,electronic
3IQUJpq6mibIBNqADClb9C,The Prophet,Hardstyle Top 100 - Best Of 2019,Wanna Play,36,232351,True,0.638,0.995,0,-0.587,1,0.264,0.214,0.0186,0.599,0.604,100.053,3,hardstyle
7LqQO6uWQHDEue1ejeUVhF,LiSA,Launcher,Rising Hope,57,251213,False,0.547,0.978,8,-2.732,1,0.254,0.0626,0.0,0.0735,0.647,94.703,4,j-rock
708Uixk0Tquy1ufCGgk3mJ,Matanza,A Arte do Insulto,Eu Não Gosto de Ninguém,49,231760,False,0.41,0.951,9,-4.762,1,0.0556,2.99e-05,0.0,0.187,0.61,164.088,4,brazil
4Xba44w0LihzNJj1xgjs8J,Pritam;Yo Yo Honey Singh;Armaan Malik;Shashwat Singh;Amitabh Bhattacharya,"De Taali (From ""Bhool Bhulaiyaa 2"")","De Taali (From ""Bhool Bhulaiyaa 2"")",67,210163,False,0.818,0.899,1,-3.667,1,0.117,0.157,0.0,0.0725,0.736,120.016,4,indian
1ubk4FS88dx180KNXHYqWw,UMEK,Vibrancy EP,Vibrancy - Original Mix,44,410268,False,0.515,0.925,1,-9.209,1,0.0825,0.000178,0.844,0.109,0.134,128.002,4,minimal-techno
2ozFNiP2FJHdL8Mh45yfAN,Protest The Hero,Palimpsest,All Hands,32,280546,False,0.447,0.974,1,-6.426,1,0.116,0.000529,1.42e-06,0.142,0.443,150.066,4,hardcore
1XojvsvPtUsG4SqgHiGiGX,Campedrinos,Zamba para Decir Adiós,Zamba para Decir Adiós,43,234347,False,0.707,0.273,5,-9.398,1,0.0361,0.711,0.0,0.145,0.442,141.755,3,folk
6SesqTxqo0FlU6XlHNHKuG,The Delta Bombers,Pressure and Time,Sorrow and Pain,23,211213,False,0.593,0.614,8,-7.134,0,0.0303,0.659,0.0135,0.369,0.531,81.557,4,rockabilly
6XEIjrIXmdYF45Kk04ltRO,Unleash The Archers,Behold The Devastation,Black Goat of the Woods,24,288013,False,0.407,0.964,2,-1.611,1,0.148,7.51e-05,0.00335,0.239,0.175,179.902,4,goth
3UB2Y7skTzYahnGGjCPCYs,Nigga;Flex,Te Quiero,Me Muero,44,173320,False,0.682,0.757,6,-5.258,0,0.0416,0.0452,0.0,0.145,0.928,80.044,4,reggaeton
3U74eolvC9YFA2fpNNaBWj,a-ha,True North,I'm In,14,305906,False,0.486,0.55,11,-8.223,1,0.0256,0.315,0.000502,0.285,0.177,98.915,4,synth-pop
4P3DWSjj4sgj7FEOQGeaZv,MC BN;MC Guto VGS;DJ K2;DJ FUMINHO,Com a Bundinha Você Aquece,Com a Bundinha Você Aquece,4,207769,True,0.922,0.788,11,-4.289,0,0.073,0.289,0.0,0.244,0.684,129.876,4,funk
1UvLYkSfgqGbEgykqBWGx6,Porter Robinson,Nurture,Sweet Time,47,251509,False,0.457,0.728,2,-8.625,1,0.0497,0.192,0.0292,0.0944,0.439,84.976,4,dub
5tJqtSvAfTJkMrV4Wst4Le,Prateek Kuhad,cold/mess,100 words,52,210420,False,0.518,0.44,3,-14.536,1,0.034,0.888,0.457,0.111,0.575,76.154,4,folk
2sLvYnCS3S8klPvZGXGic2,Elis Regina;Adoniran Barbosa,Elis Regina,Tiro Ao Álvaro,39,162400,False,0.603,0.649,10,-7.006,1,0.104,0.463,0.0,0.101,0.957,93.781,4,jazz
32nW0L3AHrEasXxB4y4kt4,中野家の五つ子,Gotoubun no Katachi / Hatsukoi (Special Edition),Gotoubun no Katachi,52,243733,False,0.509,0.889,7,-2.174,1,0.0435,0.0805,2.06e-05,0.183,0.859,158.006,4,anime
5Z9gjSD3mglkexfM8QbGHo,Excision;Space Laces,Virus,Throwin' Elbows,51,182400,False,0.574,0.94,11,-3.038,0,0.569,0.00317,0.0431,0.113,0.362,149.988,4,dubstep
0vkjPQ4zBBXcN2tpGTpKBv,Trio Nordestino,Grandes Sucessos Vol. 1,Forró Pesado,36,194360,False,0.659,0.869,5,-5.092,0,0.043,0.161,1.62e-06,0.347,0.978,103.92,4,samba
7dkZMguZGB1L67Me5p4UYq,Árbol,Hormigas,Soy Vos,35,188933,False,0.555,0.904,0,-3.621,1,0.0377,0.00716,0.0,0.0924,0.624,166.024,4,punk-rock
3X0K6fII7VIwL1URPrp8Ko,Rammstein,Mutter,Ich will,69,217106,False,0.648,0.896,2,-4.254,1,0.041,0.00138,0.000819,0.0879,0.468,128.115,4,metal
0IVFvmvdHebQ4t8KMKIk48,Wishbone Ash,Best 70s Rock Tunes,Ships In The Sky,0,179666,False,0.419,0.289,7,-12.532,0,0.0283,0.134,0.000757,0.174,0.236,143.901,3,blues
